occ_code,Title,mSML,vmSML,sdmSML
41-9022.00,Real Estate Sales Agents,3.553666154,0.281283538,0.530361705
41-9031.00,Sales Engineers,3.492121434,0.3521466,0.593419413
41-9041.00,Telemarketers,3.413606504,0.535811719,0.731991611
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",3.698249846,0.290823046,0.539280119
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.575837064,0.397700839,0.630635266
43-2011.00,"Switchboard Operators, Including Answering Service",3.706002391,0.344187454,0.586674913
43-2021.00,Telephone Operators,3.628860679,0.371790476,0.609746239
43-3011.00,Bill and Account Collectors,3.511816114,0.296657132,0.544662402
43-3021.01,Statement Clerks,3.614544415,0.307345238,0.554387263
43-3021.02,"Billing, Cost, and Rate Clerks",3.64123313,0.37869721,0.615383791
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.722605604,0.362216328,0.601844106
43-3041.00,Gaming Cage Workers,3.765252533,0.373199403,0.610900485
43-3051.00,Payroll and Timekeeping Clerks,3.594762525,0.588792344,0.767328055
43-3061.00,Procurement Clerks,3.559895624,0.312068904,0.558631277
43-3071.00,Tellers,3.716369982,0.32969067,0.574186964
43-4011.00,Brokerage Clerks,3.779667503,0.31430911,0.560632776
43-4021.00,Correspondence Clerks,3.569969429,0.479618971,0.692545285
43-4031.01,Court Clerks,3.663834702,0.343268559,0.585891252
43-4031.02,Municipal Clerks,3.69315397,0.335980912,0.579638604
43-4031.03,License Clerks,3.529629075,0.550192737,0.741749781
43-4041.01,Credit Authorizers,3.784543398,0.302392834,0.549902567
43-4041.02,Credit Checkers,3.360797156,0.426183336,0.652827187
43-4051.00,Customer Service Representatives,3.596982513,0.310968839,0.557645801
43-4051.03,Patient Representatives,3.46515015,0.4455484,0.66749412
43-4061.00,"Eligibility Interviewers, Government Programs",3.485500606,0.62453514,0.790275357
43-4071.00,File Clerks,3.729086883,0.52806238,0.726679008
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",3.582019364,0.31124496,0.557893323
43-4111.00,"Interviewers, Except Eligibility and Loan",3.33891502,0.510302482,0.714354591
43-4121.00,"Library Assistants, Clerical",3.673884364,0.313789409,0.56016909
43-4131.00,Loan Interviewers and Clerks,3.533398556,0.437118436,0.66114933
43-4141.00,New Accounts Clerks,3.655520706,0.494125625,0.702940698
43-4151.00,Order Clerks,3.528327427,0.337114664,0.580615763
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",3.510975222,0.608892553,0.780315675
43-4171.00,Receptionists and Information Clerks,3.607407279,0.334920264,0.57872296
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.62031023,0.357711837,0.598090158
43-5011.00,Cargo and Freight Agents,3.556509551,0.430541497,0.65615661
43-5011.01,Freight Forwarders,3.719158327,0.532418939,0.729670432
43-5021.00,Couriers and Messengers,3.673180683,0.433586856,0.658473125
43-5031.00,"Police, Fire, and Ambulance Dispatchers",3.57414257,0.405616853,0.636880564
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3.675543963,0.404074629,0.635668648
43-5041.00,"Meter Readers, Utilities",3.547782802,0.406359668,0.637463464
43-5051.00,Postal Service Clerks,3.671221187,0.495335878,0.703801021
43-5052.00,Postal Service Mail Carriers,3.625603437,0.364012784,0.603334719
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",3.450255605,0.330583678,0.574964067
43-5061.00,"Production, Planning, and Expediting Clerks",3.573116516,0.488094629,0.698637695
43-5071.00,"Shipping, Receiving, and Traffic Clerks",3.671908291,0.498434262,0.705998769
43-5081.01,"Stock Clerks, Sales Floor",3.541825557,0.329265634,0.573816725
43-5081.02,Marking Clerks,3.500142571,0.167926732,0.409788643
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",3.568011939,0.48311922,0.695067781
43-5081.04,"Order Fillers, Wholesale and Retail Sales",3.621114701,0.368602556,0.607126475
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",3.657747549,0.362861595,0.602379942
43-6011.00,Executive Secretaries and Executive Administrative Assistants,3.694460777,0.296458973,0.544480462
43-6012.00,Legal Secretaries,3.691274673,0.332179628,0.576350265
43-6013.00,Medical Secretaries,3.590030119,0.37687732,0.613903347
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3.659388319,0.376122113,0.613287953
43-9011.00,Computer Operators,3.485842641,0.354306737,0.595236707
43-9021.00,Data Entry Keyers,3.6977181,0.470615492,0.686014207
43-9022.00,Word Processors and Typists,3.597518916,0.456273825,0.67548044
43-9031.00,Desktop Publishers,3.715198788,0.346767893,0.588870014
43-9041.01,Insurance Claims Clerks,3.73719692,0.491351711,0.700964843
43-9041.02,Insurance Policy Processing Clerks,3.604623561,0.303423306,0.55083873
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",3.567562032,0.368937265,0.607402062
43-9061.00,"Office Clerks, General",3.613297988,0.329271234,0.573821605
43-9071.00,"Office Machine Operators, Except Computer",3.73301803,0.417333515,0.646013556
43-9081.00,Proofreaders and Copy Markers,3.475028417,0.336828697,0.580369449
43-9111.00,Statistical Assistants,3.532673516,0.619460769,0.787058301
43-9111.01,Bioinformatics Technicians,3.456283216,0.353034841,0.594167351
45-1011.05,First-Line Supervisors of Logging Workers,3.702890348,0.354839351,0.595683935
45-1011.06,First-Line Supervisors of Aquacultural Workers,3.347167935,0.45565598,0.675022948
45-1011.07,First-Line Supervisors of Agricultural Crop and Horticultural Workers,3.478038629,0.49206344,0.701472337
45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,3.504578167,0.519395373,0.7206909
45-2011.00,Agricultural Inspectors,3.650968662,0.155969512,0.394929756
45-2021.00,Animal Breeders,3.371990629,0.355221277,0.596004427
45-2041.00,"Graders and Sorters, Agricultural Products",3.40066886,0.256700449,0.506656144
45-2091.00,Agricultural Equipment Operators,3.582803426,0.39393739,0.627644318
45-2092.01,Nursery Workers,3.412930399,0.339128275,0.582347212
45-2092.02,"Farmworkers and Laborers, Crop",3.385865928,0.348480486,0.590322357
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.402325302,0.435385197,0.65983725
45-3011.00,Fishers and Related Fishing Workers,3.439786165,0.410510285,0.640710765
45-3021.00,Hunters and Trappers,3.389171657,0.408401951,0.639063339
45-4011.00,Forest and Conservation Workers,3.470845797,0.406082254,0.637245835
45-4021.00,Fallers,3.33975462,0.324146412,0.569338574
45-4022.00,Logging Equipment Operators,3.140837072,0.336206361,0.579833046
45-4023.00,Log Graders and Scalers,3.409513482,0.310460594,0.557189909
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,3.366981817,0.490321192,0.700229385
47-1011.03,Solar Energy Installation Managers,3.237971426,0.398942113,0.631618645
47-2011.00,Boilermakers,3.494721591,0.348059449,0.589965634
47-2021.00,Brickmasons and Blockmasons,3.193384152,0.33888195,0.58213568
47-2022.00,Stonemasons,3.177116637,0.266869366,0.516594005
47-2031.01,Construction Carpenters,3.414145237,0.359448629,0.599540348
47-2031.02,Rough Carpenters,3.377215362,0.343497084,0.586086243
47-2041.00,Carpet Installers,3.42346903,0.149132462,0.386176724
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",3.384690075,0.291117417,0.539552979
47-2043.00,Floor Sanders and Finishers,3.225968175,0.274599343,0.524022273
47-2044.00,Tile and Marble Setters,3.317240338,0.248163809,0.498160425
47-2051.00,Cement Masons and Concrete Finishers,3.276555229,0.269672364,0.519299879
47-2053.00,Terrazzo Workers and Finishers,3.339111677,0.260535149,0.510426438
47-2061.00,Construction Laborers,3.469622376,0.309734894,0.556538313
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",3.337766204,0.267321603,0.51703153
47-2072.00,Pile-Driver Operators,3.226575964,0.258138791,0.508073608
47-2073.00,Operating Engineers and Other Construction Equipment Operators,3.420186372,0.34046647,0.583495047
47-2081.00,Drywall and Ceiling Tile Installers,3.326214551,0.353441024,0.594509061
47-2082.00,Tapers,3.357457445,0.255761859,0.505729037
47-2111.00,Electricians,3.471608606,0.45039774,0.671116786
47-2121.00,Glaziers,3.382887101,0.402257229,0.634237518
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",3.502503996,0.137086372,0.370251768
47-2132.00,"Insulation Workers, Mechanical",3.510788043,0.210101694,0.458368513
47-2141.00,"Painters, Construction and Maintenance",3.298729796,0.398271777,0.631087773
47-2142.00,Paperhangers,3.30045361,0.308493683,0.555422076
47-2151.00,Pipelayers,3.309582343,0.300132384,0.547843394
47-2152.01,Pipe Fitters and Steamfitters,3.412857952,0.300710084,0.54837039
47-2152.02,Plumbers,3.396857105,0.458305378,0.676982554
47-2161.00,Plasterers and Stucco Masons,3.14295846,0.296600786,0.544610674
47-2171.00,Reinforcing Iron and Rebar Workers,3.580353338,0.240249255,0.490152278
47-2181.00,Roofers,3.399314658,0.294050548,0.542264279
47-2211.00,Sheet Metal Workers,3.527315581,0.380830168,0.617114388
47-2221.00,Structural Iron and Steel Workers,3.444881286,0.288008099,0.536663861
47-2231.00,Solar Photovoltaic Installers,3.490881693,0.280916564,0.530015626
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",3.448517908,0.235971112,0.485768578
47-3012.00,Helpers--Carpenters,3.287375949,0.232887803,0.482584503
47-3013.00,Helpers--Electricians,3.491107652,0.34254869,0.585276593
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",3.37604572,0.326534017,0.57143155
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.405513958,0.198711742,0.445770953
47-3016.00,Helpers--Roofers,3.466875261,0.25756369,0.50750733
47-4011.00,Construction and Building Inspectors,3.399187307,0.303601789,0.551000716
47-4021.00,Elevator Installers and Repairers,3.402002299,0.315472686,0.561669552
47-4031.00,Fence Erectors,3.461308526,0.308185393,0.555144479
47-4041.00,Hazardous Materials Removal Workers,3.680699421,0.391164927,0.625431793
47-4051.00,Highway Maintenance Workers,3.500328767,0.284935698,0.533793685
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,3.232649441,0.313336523,0.559764703
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,3.366609407,0.386222394,0.621467935
47-4091.00,Segmental Pavers,3.206189652,0.258060076,0.507996137
47-4099.02,Solar Thermal Installers and Technicians,3.320339912,0.249618062,0.499617916
47-4099.03,Weatherization Installers and Technicians,3.273593863,0.320720134,0.566321581
47-5011.00,"Derrick Operators, Oil and Gas",3.382801642,0.333459499,0.577459522
47-5012.00,"Rotary Drill Operators, Oil and Gas",3.383676492,0.377645468,0.614528655
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",3.308998291,0.357374171,0.597807805
47-5021.00,"Earth Drillers, Except Oil and Gas",3.475041648,0.293924197,0.542147763
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",3.393565843,0.267756409,0.517451842
47-5041.00,Continuous Mining Machine Operators,3.401695792,0.304211327,0.551553558
47-5042.00,Mine Cutting and Channeling Machine Operators,3.491384269,0.222377731,0.471569434
47-5051.00,"Rock Splitters, Quarry",3.527986938,0.209291742,0.457484144
47-5061.00,"Roof Bolters, Mining",3.398675993,0.261080773,0.510960638
47-5071.00,"Roustabouts, Oil and Gas",3.38763135,0.268799473,0.518458748
47-5081.00,Helpers--Extraction Workers,3.48256007,0.240094616,0.489994506
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.550774883,0.435575395,0.659981359
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3.337023118,0.306300577,0.553444285
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.386934061,0.328537627,0.573182019
49-2021.01,Radio Mechanics,3.506350249,0.251639193,0.501636515
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.391514369,0.389744677,0.624295345
49-2091.00,Avionics Technicians,3.524184227,0.387369594,0.622390226
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.319726189,0.401881358,0.633941132
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.461898092,0.25740762,0.507353546
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3.403913518,0.367933099,0.606574891
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3.534049694,0.324703136,0.569827286
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.503699641,0.334202725,0.578102694
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,3.371124454,0.251979564,0.501975661
49-2098.00,Security and Fire Alarm Systems Installers,3.504920022,0.285155073,0.533999132
49-3011.00,Aircraft Mechanics and Service Technicians,3.332597648,0.350129709,0.591717592
49-3021.00,Automotive Body and Related Repairers,3.416109932,0.3993377,0.631931721
49-3022.00,Automotive Glass Installers and Repairers,3.352108463,0.380808844,0.617097111
49-3023.01,Automotive Master Mechanics,3.299123376,0.276442278,0.525777784
49-3023.02,Automotive Specialty Technicians,3.360981397,0.216259165,0.465036735
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3.303985016,0.291171522,0.539603116
49-3041.00,Farm Equipment Mechanics and Service Technicians,3.459256823,0.252819428,0.502811523
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.365815004,0.298549551,0.546396881
49-3043.00,Rail Car Repairers,3.285558897,0.323065367,0.568388394
49-3051.00,Motorboat Mechanics and Service Technicians,3.371341761,0.258626164,0.50855301
49-3052.00,Motorcycle Mechanics,3.305143639,0.1626417,0.403288607
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,3.409154897,0.232605967,0.482292409
49-3091.00,Bicycle Repairers,3.347121141,0.247261927,0.497254389
49-3092.00,Recreational Vehicle Service Technicians,3.402805405,0.449216925,0.670236469
49-3093.00,Tire Repairers and Changers,3.238729128,0.364957791,0.604117365
49-9011.00,Mechanical Door Repairers,3.430967812,0.347523969,0.589511636
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.40579631,0.338646809,0.581933681
49-9021.01,Heating and Air Conditioning Mechanics and Installers,3.517841349,0.338623544,0.581913691
49-9021.02,Refrigeration Mechanics and Installers,3.480452392,0.427106307,0.653533708
49-9031.00,Home Appliance Repairers,3.285554325,0.276348178,0.52568829
49-9041.00,Industrial Machinery Mechanics,3.355816399,0.255078119,0.505052591
49-9043.00,"Maintenance Workers, Machinery",3.295882513,0.297231992,0.545189868
49-9044.00,Millwrights,3.421203757,0.333664278,0.577636805
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",3.30891651,0.324387462,0.569550228
49-9051.00,Electrical Power-Line Installers and Repairers,3.458369696,0.435220203,0.659712212
49-9052.00,Telecommunications Line Installers and Repairers,3.486466653,0.460844438,0.678855241
49-9061.00,Camera and Photographic Equipment Repairers,3.401904618,0.339135894,0.582353754
49-9062.00,Medical Equipment Repairers,3.496706279,0.434858789,0.659438237
49-9063.00,Musical Instrument Repairers and Tuners,3.322793536,0.39720575,0.630242612
49-9064.00,Watch Repairers,3.388005588,0.305465168,0.552689034
49-9071.00,"Maintenance and Repair Workers, General",3.468337064,0.259298182,0.509213297
49-9081.00,Wind Turbine Service Technicians,3.291465153,0.327932651,0.572654041
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",3.359268619,0.316360682,0.562459494
49-9092.00,Commercial Divers,3.354359077,0.268850596,0.518508048
49-9093.00,"Fabric Menders, Except Garment",3.460613086,0.102616153,0.320337561
49-9094.00,Locksmiths and Safe Repairers,3.422642774,0.380602115,0.616929587
49-9095.00,Manufactured Building and Mobile Home Installers,3.40767223,0.346572706,0.58870426
49-9096.00,Riggers,3.351712642,0.318644945,0.564486444
49-9097.00,Signal and Track Switch Repairers,3.470235317,0.287629692,0.536311189
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.40539864,0.309869716,0.556659425
49-9099.01,Geothermal Technicians,3.391944378,0.313482331,0.559894928
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.403774952,0.338618147,0.581909054
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.543562038,0.385130662,0.620588964
51-2021.00,"Coil Winders, Tapers, and Finishers",3.451062147,0.291895339,0.540273393
51-2022.00,Electrical and Electronic Equipment Assemblers,3.417948513,0.264109489,0.513915838
51-2023.00,Electromechanical Equipment Assemblers,3.449072126,0.39391438,0.627625987
51-2031.00,Engine and Other Machine Assemblers,3.517289819,0.344072527,0.586576957
51-2041.00,Structural Metal Fabricators and Fitters,3.500005741,0.341888487,0.584712311
51-2091.00,Fiberglass Laminators and Fabricators,3.723577274,0.259569345,0.509479484
51-2092.00,Team Assemblers,3.37689318,0.32112669,0.566680413
51-2093.00,Timing Device Assemblers and Adjusters,3.236409873,0.38624757,0.62148819
51-3011.00,Bakers,3.497340461,0.349580234,0.591253105
51-3021.00,Butchers and Meat Cutters,3.494424382,0.334236362,0.578131786
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3.320906772,0.211879645,0.460303862
51-3023.00,Slaughterers and Meat Packers,3.146140834,0.235948735,0.485745545
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.467936283,0.365123251,0.604254294
51-3092.00,Food Batchmakers,3.500749864,0.275665947,0.525038995
51-3093.00,Food Cooking Machine Operators and Tenders,3.435587064,0.254842433,0.504819209
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",3.547246848,0.317526683,0.56349506
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3.467899226,0.294344137,0.542534918
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3.307598897,0.414243164,0.64361725
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.497885226,0.249463844,0.499463556
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.414419966,0.286060023,0.534845793
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.440012773,0.315667913,0.561843318
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.529950649,0.346122175,0.588321489
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.489094976,0.304307254,0.551640512
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.518100166,0.358113201,0.598425602
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.435108489,0.332969516,0.577035108
51-4041.00,Machinists,3.523286089,0.401303869,0.633485492
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.55145818,0.298133421,0.546015953
51-4052.00,"Pourers and Casters, Metal",3.561498888,0.275009781,0.524413749
51-4061.00,"Model Makers, Metal and Plastic",3.419065006,0.501126087,0.707902597
51-4062.00,"Patternmakers, Metal and Plastic",3.664797009,0.34780718,0.589751795
51-4071.00,Foundry Mold and Coremakers,3.65596298,0.24702784,0.497018954
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3.468716132,0.328164216,0.572856192
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.512023052,0.279985258,0.529136333
51-4111.00,Tool and Die Makers,3.610644808,0.505367612,0.710892124
51-4121.06,"Welders, Cutters, and Welder Fitters",3.496932943,0.329841828,0.574318577
51-4121.07,Solderers and Brazers,3.458144431,0.413753782,0.643236956
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3.499193242,0.345109453,0.587460172
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",3.496235554,0.434415717,0.659102205
51-4192.00,"Layout Workers, Metal and Plastic",3.443648745,0.575858254,0.758853249
